LibA,LibB,comparison,Operation,Depth,Width,Content,delta,delta_abs,magnitude,ci_lower,ci_upper
STJRefGen,Newtonsoft,STJRefGen vs Newtonsoft,Deserialize,20,50,Textual,-1,1,large,-1,-0.9904211003489777
STJSrcGen,Newtonsoft,STJSrcGen vs Newtonsoft,Deserialize,20,50,Textual,-1,1,large,-1,-0.9904211003489777
SpanJson,Utf8Json,SpanJson vs Utf8Json,Deserialize,20,50,Numeric,-1,1,large,-1,-0.9904211003489777
SpanJson,STJRefGen,SpanJson vs STJRefGen,Deserialize,20,50,Numeric,-1,1,large,-1,-0.9904211003489777
SpanJson,STJSrcGen,SpanJson vs STJSrcGen,Deserialize,20,50,Numeric,-1,1,large,-1,-0.9904211003489777
SpanJson,Newtonsoft,SpanJson vs Newtonsoft,Deserialize,20,50,Numeric,-1,1,large,-1,-0.9904211003489777
Utf8Json,STJRefGen,Utf8Json vs STJRefGen,Deserialize,20,50,Numeric,-1,1,large,-1,-0.9904211003489777
Utf8Json,STJSrcGen,Utf8Json vs STJSrcGen,Deserialize,20,50,Numeric,-1,1,large,-1,-0.9904211003489777
Utf8Json,Newtonsoft,Utf8Json vs Newtonsoft,Deserialize,20,50,Numeric,-1,1,large,-1,-0.9904211003489777
STJRefGen,STJSrcGen,STJRefGen vs STJSrcGen,Deserialize,20,50,Numeric,1,1,large,0.9904211003489777,1
STJRefGen,Newtonsoft,STJRefGen vs Newtonsoft,Deserialize,20,50,Numeric,-1,1,large,-1,-0.9904211003489777
STJSrcGen,Newtonsoft,STJSrcGen vs Newtonsoft,Deserialize,20,50,Numeric,-1,1,large,-1,-0.9904211003489777
SpanJson,Utf8Json,SpanJson vs Utf8Json,Deserialize,20,50,Boolean,-1,1,large,-1,-0.9904211003489777
SpanJson,STJRefGen,SpanJson vs STJRefGen,Deserialize,20,50,Boolean,-1,1,large,-1,-0.9904211003489777
SpanJson,STJSrcGen,SpanJson vs STJSrcGen,Deserialize,20,50,Boolean,-1,1,large,-1,-0.9904211003489777
SpanJson,Newtonsoft,SpanJson vs Newtonsoft,Deserialize,20,50,Boolean,-1,1,large,-1,-0.9904211003489777
Utf8Json,STJRefGen,Utf8Json vs STJRefGen,Deserialize,20,50,Boolean,-1,1,large,-1,-0.9904211003489777
Utf8Json,STJSrcGen,Utf8Json vs STJSrcGen,Deserialize,20,50,Boolean,-1,1,large,-1,-0.9904211003489777
Utf8Json,Newtonsoft,Utf8Json vs Newtonsoft,Deserialize,20,50,Boolean,-1,1,large,-1,-0.9904211003489777
STJRefGen,STJSrcGen,STJRefGen vs STJSrcGen,Deserialize,20,50,Boolean,1,1,large,0.9904211003489777,1
STJRefGen,Newtonsoft,STJRefGen vs Newtonsoft,Deserialize,20,50,Boolean,-1,1,large,-1,-0.9904211003489777
STJSrcGen,Newtonsoft,STJSrcGen vs Newtonsoft,Deserialize,20,50,Boolean,-1,1,large,-1,-0.9904211003489777
SpanJson,Utf8Json,SpanJson vs Utf8Json,Deserialize,20,100,Textual,1,1,large,0.9904211003489777,1
SpanJson,STJRefGen,SpanJson vs STJRefGen,Deserialize,20,100,Textual,-1,1,large,-1,-0.9904211003489777
SpanJson,STJSrcGen,SpanJson vs STJSrcGen,Deserialize,20,100,Textual,-1,1,large,-1,-0.9904211003489777
SpanJson,Newtonsoft,SpanJson vs Newtonsoft,Deserialize,20,100,Textual,-1,1,large,-1,-0.9904211003489777
Utf8Json,STJRefGen,Utf8Json vs STJRefGen,Deserialize,20,100,Textual,-1,1,large,-1,-0.9904211003489777
Utf8Json,STJSrcGen,Utf8Json vs STJSrcGen,Deserialize,20,100,Textual,-1,1,large,-1,-0.9904211003489777
Utf8Json,Newtonsoft,Utf8Json vs Newtonsoft,Deserialize,20,100,Textual,-1,1,large,-1,-0.9904211003489777
STJRefGen,STJSrcGen,STJRefGen vs STJSrcGen,Deserialize,20,100,Textual,-1,1,large,-1,-0.9904211003489777
STJRefGen,Newtonsoft,STJRefGen vs Newtonsoft,Deserialize,20,100,Textual,-1,1,large,-1,-0.9904211003489777
STJSrcGen,Newtonsoft,STJSrcGen vs Newtonsoft,Deserialize,20,100,Textual,1,1,large,0.9904211003489777,1
SpanJson,Utf8Json,SpanJson vs Utf8Json,Deserialize,20,100,Numeric,1,1,large,0.9904211003489777,1
SpanJson,STJRefGen,SpanJson vs STJRefGen,Deserialize,20,100,Numeric,-1,1,large,-1,-0.9904211003489777
SpanJson,STJSrcGen,SpanJson vs STJSrcGen,Deserialize,20,100,Numeric,-1,1,large,-1,-0.9904211003489777
SpanJson,Newtonsoft,SpanJson vs Newtonsoft,Deserialize,20,100,Numeric,-1,1,large,-1,-0.9904211003489777
Utf8Json,STJRefGen,Utf8Json vs STJRefGen,Deserialize,20,100,Numeric,-1,1,large,-1,-0.9904211003489777
Utf8Json,STJSrcGen,Utf8Json vs STJSrcGen,Deserialize,20,100,Numeric,-1,1,large,-1,-0.9904211003489777
Utf8Json,Newtonsoft,Utf8Json vs Newtonsoft,Deserialize,20,100,Numeric,-1,1,large,-1,-0.9904211003489777
STJRefGen,STJSrcGen,STJRefGen vs STJSrcGen,Deserialize,20,100,Numeric,0.39555555555555555,0.39555555555555555,medium,0.016537464862807747,0.6751782414983215
STJRefGen,Newtonsoft,STJRefGen vs Newtonsoft,Deserialize,20,100,Numeric,-1,1,large,-1,-0.9904211003489777
STJSrcGen,Newtonsoft,STJSrcGen vs Newtonsoft,Deserialize,20,100,Numeric,-1,1,large,-1,-0.9904211003489777
SpanJson,Utf8Json,SpanJson vs Utf8Json,Deserialize,20,100,Boolean,-1,1,large,-1,-0.9904211003489777
SpanJson,STJRefGen,SpanJson vs STJRefGen,Deserialize,20,100,Boolean,-1,1,large,-1,-0.9904211003489777
SpanJson,STJSrcGen,SpanJson vs STJSrcGen,Deserialize,20,100,Boolean,-1,1,large,-1,-0.9904211003489777
SpanJson,Newtonsoft,SpanJson vs Newtonsoft,Deserialize,20,100,Boolean,-1,1,large,-1,-0.9904211003489777
Utf8Json,STJRefGen,Utf8Json vs STJRefGen,Deserialize,20,100,Boolean,-1,1,large,-1,-0.9904211003489777
Utf8Json,STJSrcGen,Utf8Json vs STJSrcGen,Deserialize,20,100,Boolean,-1,1,large,-1,-0.9904211003489777
Utf8Json,Newtonsoft,Utf8Json vs Newtonsoft,Deserialize,20,100,Boolean,-1,1,large,-1,-0.9904211003489777
STJRefGen,STJSrcGen,STJRefGen vs STJSrcGen,Deserialize,20,100,Boolean,1,1,large,0.9904211003489777,1
STJRefGen,Newtonsoft,STJRefGen vs Newtonsoft,Deserialize,20,100,Boolean,1,1,large,0.9904211003489777,1
STJSrcGen,Newtonsoft,STJSrcGen vs Newtonsoft,Deserialize,20,100,Boolean,-1,1,large,-1,-0.9904211003489777
SpanJson,Utf8Json,SpanJson vs Utf8Json,Serialize,2,5,Textual,-1,1,large,-1,-0.9904211003489777
SpanJson,STJRefGen,SpanJson vs STJRefGen,Serialize,2,5,Textual,-1,1,large,-1,-0.9904211003489777
SpanJson,STJSrcGen,SpanJson vs STJSrcGen,Serialize,2,5,Textual,-1,1,large,-1,-0.9904211003489777
SpanJson,Newtonsoft,SpanJson vs Newtonsoft,Serialize,2,5,Textual,-1,1,large,-1,-0.9904211003489777
Utf8Json,STJRefGen,Utf8Json vs STJRefGen,Serialize,2,5,Textual,-1,1,large,-1,-0.9904211003489777
Utf8Json,STJSrcGen,Utf8Json vs STJSrcGen,Serialize,2,5,Textual,-1,1,large,-1,-0.9904211003489777
Utf8Json,Newtonsoft,Utf8Json vs Newtonsoft,Serialize,2,5,Textual,-1,1,large,-1,-0.9904211003489777
STJRefGen,STJSrcGen,STJRefGen vs STJSrcGen,Serialize,2,5,Textual,1,1,large,0.9904211003489777,1
STJRefGen,Newtonsoft,STJRefGen vs Newtonsoft,Serialize,2,5,Textual,-1,1,large,-1,-0.9904211003489777
STJSrcGen,Newtonsoft,STJSrcGen vs Newtonsoft,Serialize,2,5,Textual,-1,1,large,-1,-0.9904211003489777
SpanJson,Utf8Json,SpanJson vs Utf8Json,Serialize,2,5,Numeric,-1,1,large,-1,-0.9904211003489777
SpanJson,STJRefGen,SpanJson vs STJRefGen,Serialize,2,5,Numeric,-1,1,large,-1,-0.9904211003489777
SpanJson,STJSrcGen,SpanJson vs STJSrcGen,Serialize,2,5,Numeric,-1,1,large,-1,-0.9904211003489777
SpanJson,Newtonsoft,SpanJson vs Newtonsoft,Serialize,2,5,Numeric,-1,1,large,-1,-0.9904211003489777
Utf8Json,STJRefGen,Utf8Json vs STJRefGen,Serialize,2,5,Numeric,-1,1,large,-1,-0.9904211003489777
Utf8Json,STJSrcGen,Utf8Json vs STJSrcGen,Serialize,2,5,Numeric,-1,1,large,-1,-0.9904211003489777
Utf8Json,Newtonsoft,Utf8Json vs Newtonsoft,Serialize,2,5,Numeric,-1,1,large,-1,-0.9904211003489777
STJRefGen,STJSrcGen,STJRefGen vs STJSrcGen,Serialize,2,5,Numeric,1,1,large,0.9904211003489777,1
STJRefGen,Newtonsoft,STJRefGen vs Newtonsoft,Serialize,2,5,Numeric,-1,1,large,-1,-0.9904211003489777
STJSrcGen,Newtonsoft,STJSrcGen vs Newtonsoft,Serialize,2,5,Numeric,-1,1,large,-1,-0.9904211003489777
SpanJson,Utf8Json,SpanJson vs Utf8Json,Serialize,2,5,Boolean,-1,1,large,-1,-0.9904211003489777
SpanJson,STJRefGen,SpanJson vs STJRefGen,Serialize,2,5,Boolean,-1,1,large,-1,-0.9904211003489777
SpanJson,STJSrcGen,SpanJson vs STJSrcGen,Serialize,2,5,Boolean,-1,1,large,-1,-0.9904211003489777
SpanJson,Newtonsoft,SpanJson vs Newtonsoft,Serialize,2,5,Boolean,-1,1,large,-1,-0.9904211003489777
Utf8Json,STJRefGen,Utf8Json vs STJRefGen,Serialize,2,5,Boolean,-1,1,large,-1,-0.9904211003489777
Utf8Json,STJSrcGen,Utf8Json vs STJSrcGen,Serialize,2,5,Boolean,-1,1,large,-1,-0.9904211003489777
Utf8Json,Newtonsoft,Utf8Json vs Newtonsoft,Serialize,2,5,Boolean,-1,1,large,-1,-0.9904211003489777
STJRefGen,STJSrcGen,STJRefGen vs STJSrcGen,Serialize,2,5,Boolean,1,1,large,0.9904211003489777,1
STJRefGen,Newtonsoft,STJRefGen vs Newtonsoft,Serialize,2,5,Boolean,-1,1,large,-1,-0.9904211003489777
STJSrcGen,Newtonsoft,STJSrcGen vs Newtonsoft,Serialize,2,5,Boolean,-1,1,large,-1,-0.9904211003489777
SpanJson,Utf8Json,SpanJson vs Utf8Json,Serialize,2,20,Textual,-1,1,large,-1,-0.9904211003489777
SpanJson,STJRefGen,SpanJson vs STJRefGen,Serialize,2,20,Textual,-1,1,large,-1,-0.9904211003489777
SpanJson,STJSrcGen,SpanJson vs STJSrcGen,Serialize,2,20,Textual,-1,1,large,-1,-0.9904211003489777
SpanJson,Newtonsoft,SpanJson vs Newtonsoft,Serialize,2,20,Textual,-1,1,large,-1,-0.9904211003489777
Utf8Json,STJRefGen,Utf8Json vs STJRefGen,Serialize,2,20,Textual,-1,1,large,-1,-0.9904211003489777
Utf8Json,STJSrcGen,Utf8Json vs STJSrcGen,Serialize,2,20,Textual,-1,1,large,-1,-0.9904211003489777
Utf8Json,Newtonsoft,Utf8Json vs Newtonsoft,Serialize,2,20,Textual,-1,1,large,-1,-0.9904211003489777
STJRefGen,STJSrcGen,STJRefGen vs STJSrcGen,Serialize,2,20,Textual,1,1,large,0.9904211003489777,1
STJRefGen,Newtonsoft,STJRefGen vs Newtonsoft,Serialize,2,20,Textual,-1,1,large,-1,-0.9904211003489777
STJSrcGen,Newtonsoft,STJSrcGen vs Newtonsoft,Serialize,2,20,Textual,-1,1,large,-1,-0.9904211003489777
SpanJson,Utf8Json,SpanJson vs Utf8Json,Serialize,2,20,Numeric,-1,1,large,-1,-0.9904211003489777
SpanJson,STJRefGen,SpanJson vs STJRefGen,Serialize,2,20,Numeric,-1,1,large,-1,-0.9904211003489777
SpanJson,STJSrcGen,SpanJson vs STJSrcGen,Serialize,2,20,Numeric,-1,1,large,-1,-0.9904211003489777
SpanJson,Newtonsoft,SpanJson vs Newtonsoft,Serialize,2,20,Numeric,-1,1,large,-1,-0.9904211003489777
Utf8Json,STJRefGen,Utf8Json vs STJRefGen,Serialize,2,20,Numeric,-1,1,large,-1,-0.9904211003489777
Utf8Json,STJSrcGen,Utf8Json vs STJSrcGen,Serialize,2,20,Numeric,1,1,large,0.9904211003489777,1
Utf8Json,Newtonsoft,Utf8Json vs Newtonsoft,Serialize,2,20,Numeric,-1,1,large,-1,-0.9904211003489777
STJRefGen,STJSrcGen,STJRefGen vs STJSrcGen,Serialize,2,20,Numeric,1,1,large,0.9904211003489777,1
STJRefGen,Newtonsoft,STJRefGen vs Newtonsoft,Serialize,2,20,Numeric,-1,1,large,-1,-0.9904211003489777
STJSrcGen,Newtonsoft,STJSrcGen vs Newtonsoft,Serialize,2,20,Numeric,-1,1,large,-1,-0.9904211003489777
SpanJson,Utf8Json,SpanJson vs Utf8Json,Serialize,2,20,Boolean,-1,1,large,-1,-0.9904211003489777
SpanJson,STJRefGen,SpanJson vs STJRefGen,Serialize,2,20,Boolean,-1,1,large,-1,-0.9904211003489777
SpanJson,STJSrcGen,SpanJson vs STJSrcGen,Serialize,2,20,Boolean,-1,1,large,-1,-0.9904211003489777
SpanJson,Newtonsoft,SpanJson vs Newtonsoft,Serialize,2,20,Boolean,-1,1,large,-1,-0.9904211003489777
Utf8Json,STJRefGen,Utf8Json vs STJRefGen,Serialize,2,20,Boolean,-1,1,large,-1,-0.9904211003489777
Utf8Json,STJSrcGen,Utf8Json vs STJSrcGen,Serialize,2,20,Boolean,-1,1,large,-1,-0.9904211003489777
Utf8Json,Newtonsoft,Utf8Json vs Newtonsoft,Serialize,2,20,Boolean,-1,1,large,-1,-0.9904211003489777
STJRefGen,STJSrcGen,STJRefGen vs STJSrcGen,Serialize,2,20,Boolean,1,1,large,0.9904211003489777,1
STJRefGen,Newtonsoft,STJRefGen vs Newtonsoft,Serialize,2,20,Boolean,-1,1,large,-1,-0.9904211003489777
STJSrcGen,Newtonsoft,STJSrcGen vs Newtonsoft,Serialize,2,20,Boolean,-1,1,large,-1,-0.9904211003489777
SpanJson,Utf8Json,SpanJson vs Utf8Json,Serialize,2,50,Textual,-1,1,large,-1,-0.9904211003489777
SpanJson,STJRefGen,SpanJson vs STJRefGen,Serialize,2,50,Textual,-1,1,large,-1,-0.9904211003489777
SpanJson,STJSrcGen,SpanJson vs STJSrcGen,Serialize,2,50,Textual,-1,1,large,-1,-0.9904211003489777
SpanJson,Newtonsoft,SpanJson vs Newtonsoft,Serialize,2,50,Textual,-1,1,large,-1,-0.9904211003489777
Utf8Json,STJRefGen,Utf8Json vs STJRefGen,Serialize,2,50,Textual,-1,1,large,-1,-0.9904211003489777
Utf8Json,STJSrcGen,Utf8Json vs STJSrcGen,Serialize,2,50,Textual,-1,1,large,-1,-0.9904211003489777
Utf8Json,Newtonsoft,Utf8Json vs Newtonsoft,Serialize,2,50,Textual,-1,1,large,-1,-0.9904211003489777
STJRefGen,STJSrcGen,STJRefGen vs STJSrcGen,Serialize,2,50,Textual,1,1,large,0.9904211003489777,1
STJRefGen,Newtonsoft,STJRefGen vs Newtonsoft,Serialize,2,50,Textual,-1,1,large,-1,-0.9904211003489777
STJSrcGen,Newtonsoft,STJSrcGen vs Newtonsoft,Serialize,2,50,Textual,-1,1,large,-1,-0.9904211003489777
SpanJson,Utf8Json,SpanJson vs Utf8Json,Serialize,2,50,Numeric,-1,1,large,-1,-0.9904211003489777
SpanJson,STJRefGen,SpanJson vs STJRefGen,Serialize,2,50,Numeric,-1,1,large,-1,-0.9904211003489777
SpanJson,STJSrcGen,SpanJson vs STJSrcGen,Serialize,2,50,Numeric,1,1,large,0.9904211003489777,1
SpanJson,Newtonsoft,SpanJson vs Newtonsoft,Serialize,2,50,Numeric,-1,1,large,-1,-0.9904211003489777
Utf8Json,STJRefGen,Utf8Json vs STJRefGen,Serialize,2,50,Numeric,-1,1,large,-1,-0.9904211003489777
Utf8Json,STJSrcGen,Utf8Json vs STJSrcGen,Serialize,2,50,Numeric,1,1,large,0.9904211003489777,1
Utf8Json,Newtonsoft,Utf8Json vs Newtonsoft,Serialize,2,50,Numeric,-1,1,large,-1,-0.9904211003489777
STJRefGen,STJSrcGen,STJRefGen vs STJSrcGen,Serialize,2,50,Numeric,1,1,large,0.9904211003489777,1
STJRefGen,Newtonsoft,STJRefGen vs Newtonsoft,Serialize,2,50,Numeric,-1,1,large,-1,-0.9904211003489777
STJSrcGen,Newtonsoft,STJSrcGen vs Newtonsoft,Serialize,2,50,Numeric,-1,1,large,-1,-0.9904211003489777
SpanJson,Utf8Json,SpanJson vs Utf8Json,Serialize,2,50,Boolean,-1,1,large,-1,-0.9904211003489777
SpanJson,STJRefGen,SpanJson vs STJRefGen,Serialize,2,50,Boolean,-1,1,large,-1,-0.9904211003489777
SpanJson,STJSrcGen,SpanJson vs STJSrcGen,Serialize,2,50,Boolean,-1,1,large,-1,-0.9904211003489777
SpanJson,Newtonsoft,SpanJson vs Newtonsoft,Serialize,2,50,Boolean,-1,1,large,-1,-0.9904211003489777
Utf8Json,STJRefGen,Utf8Json vs STJRefGen,Serialize,2,50,Boolean,-1,1,large,-1,-0.9904211003489777
Utf8Json,STJSrcGen,Utf8Json vs STJSrcGen,Serialize,2,50,Boolean,-1,1,large,-1,-0.9904211003489777
Utf8Json,Newtonsoft,Utf8Json vs Newtonsoft,Serialize,2,50,Boolean,-1,1,large,-1,-0.9904211003489777
STJRefGen,STJSrcGen,STJRefGen vs STJSrcGen,Serialize,2,50,Boolean,1,1,large,0.9904211003489777,1
STJRefGen,Newtonsoft,STJRefGen vs Newtonsoft,Serialize,2,50,Boolean,-1,1,large,-1,-0.9904211003489777
STJSrcGen,Newtonsoft,STJSrcGen vs Newtonsoft,Serialize,2,50,Boolean,-1,1,large,-1,-0.9904211003489777
SpanJson,Utf8Json,SpanJson vs Utf8Json,Serialize,2,100,Textual,-1,1,large,-1,-0.9904211003489777
SpanJson,STJRefGen,SpanJson vs STJRefGen,Serialize,2,100,Textual,-1,1,large,-1,-0.9904211003489777
SpanJson,STJSrcGen,SpanJson vs STJSrcGen,Serialize,2,100,Textual,-1,1,large,-1,-0.9904211003489777
SpanJson,Newtonsoft,SpanJson vs Newtonsoft,Serialize,2,100,Textual,-1,1,large,-1,-0.9904211003489777
Utf8Json,STJRefGen,Utf8Json vs STJRefGen,Serialize,2,100,Textual,-1,1,large,-1,-0.9904211003489777
Utf8Json,STJSrcGen,Utf8Json vs STJSrcGen,Serialize,2,100,Textual,-1,1,large,-1,-0.9904211003489777
Utf8Json,Newtonsoft,Utf8Json vs Newtonsoft,Serialize,2,100,Textual,-1,1,large,-1,-0.9904211003489777
STJRefGen,STJSrcGen,STJRefGen vs STJSrcGen,Serialize,2,100,Textual,1,1,large,0.9904211003489777,1
STJRefGen,Newtonsoft,STJRefGen vs Newtonsoft,Serialize,2,100,Textual,-1,1,large,-1,-0.9904211003489777
STJSrcGen,Newtonsoft,STJSrcGen vs Newtonsoft,Serialize,2,100,Textual,-1,1,large,-1,-0.9904211003489777
SpanJson,Utf8Json,SpanJson vs Utf8Json,Serialize,2,100,Numeric,-1,1,large,-1,-0.9904211003489777
SpanJson,STJRefGen,SpanJson vs STJRefGen,Serialize,2,100,Numeric,-1,1,large,-1,-0.9904211003489777
SpanJson,STJSrcGen,SpanJson vs STJSrcGen,Serialize,2,100,Numeric,-1,1,large,-1,-0.9904211003489777
SpanJson,Newtonsoft,SpanJson vs Newtonsoft,Serialize,2,100,Numeric,-1,1,large,-1,-0.9904211003489777
Utf8Json,STJRefGen,Utf8Json vs STJRefGen,Serialize,2,100,Numeric,-1,1,large,-1,-0.9904211003489777
Utf8Json,STJSrcGen,Utf8Json vs STJSrcGen,Serialize,2,100,Numeric,1,1,large,0.9904211003489777,1
Utf8Json,Newtonsoft,Utf8Json vs Newtonsoft,Serialize,2,100,Numeric,-1,1,large,-1,-0.9904211003489777
STJRefGen,STJSrcGen,STJRefGen vs STJSrcGen,Serialize,2,100,Numeric,1,1,large,0.9904211003489777,1
STJRefGen,Newtonsoft,STJRefGen vs Newtonsoft,Serialize,2,100,Numeric,-1,1,large,-1,-0.9904211003489777
STJSrcGen,Newtonsoft,STJSrcGen vs Newtonsoft,Serialize,2,100,Numeric,-1,1,large,-1,-0.9904211003489777
SpanJson,Utf8Json,SpanJson vs Utf8Json,Serialize,2,100,Boolean,-1,1,large,-1,-0.9904211003489777
SpanJson,STJRefGen,SpanJson vs STJRefGen,Serialize,2,100,Boolean,-1,1,large,-1,-0.9904211003489777
SpanJson,STJSrcGen,SpanJson vs STJSrcGen,Serialize,2,100,Boolean,-1,1,large,-1,-0.9904211003489777
SpanJson,Newtonsoft,SpanJson vs Newtonsoft,Serialize,2,100,Boolean,-1,1,large,-1,-0.9904211003489777
Utf8Json,STJRefGen,Utf8Json vs STJRefGen,Serialize,2,100,Boolean,-1,1,large,-1,-0.9904211003489777
Utf8Json,STJSrcGen,Utf8Json vs STJSrcGen,Serialize,2,100,Boolean,-1,1,large,-1,-0.9904211003489777
Utf8Json,Newtonsoft,Utf8Json vs Newtonsoft,Serialize,2,100,Boolean,-1,1,large,-1,-0.9904211003489777
STJRefGen,STJSrcGen,STJRefGen vs STJSrcGen,Serialize,2,100,Boolean,1,1,large,0.9904211003489777,1
STJRefGen,Newtonsoft,STJRefGen vs Newtonsoft,Serialize,2,100,Boolean,-1,1,large,-1,-0.9904211003489777
STJSrcGen,Newtonsoft,STJSrcGen vs Newtonsoft,Serialize,2,100,Boolean,-1,1,large,-1,-0.9904211003489777
SpanJson,Utf8Json,SpanJson vs Utf8Json,Serialize,5,5,Textual,-1,1,large,-1,-0.9904211003489777
SpanJson,STJRefGen,SpanJson vs STJRefGen,Serialize,5,5,Textual,-1,1,large,-1,-0.9904211003489777
SpanJson,STJSrcGen,SpanJson vs STJSrcGen,Serialize,5,5,Textual,-1,1,large,-1,-0.9904211003489777
SpanJson,Newtonsoft,SpanJson vs Newtonsoft,Serialize,5,5,Textual,-1,1,large,-1,-0.9904211003489777
Utf8Json,STJRefGen,Utf8Json vs STJRefGen,Serialize,5,5,Textual,-1,1,large,-1,-0.9904211003489777
Utf8Json,STJSrcGen,Utf8Json vs STJSrcGen,Serialize,5,5,Textual,-1,1,large,-1,-0.9904211003489777
Utf8Json,Newtonsoft,Utf8Json vs Newtonsoft,Serialize,5,5,Textual,-1,1,large,-1,-0.9904211003489777
STJRefGen,STJSrcGen,STJRefGen vs STJSrcGen,Serialize,5,5,Textual,1,1,large,0.9904211003489777,1
STJRefGen,Newtonsoft,STJRefGen vs Newtonsoft,Serialize,5,5,Textual,-1,1,large,-1,-0.9904211003489777
STJSrcGen,Newtonsoft,STJSrcGen vs Newtonsoft,Serialize,5,5,Textual,-1,1,large,-1,-0.9904211003489777
SpanJson,Utf8Json,SpanJson vs Utf8Json,Serialize,5,5,Numeric,-1,1,large,-1,-0.9904211003489777
SpanJson,STJRefGen,SpanJson vs STJRefGen,Serialize,5,5,Numeric,-1,1,large,-1,-0.9904211003489777
SpanJson,STJSrcGen,SpanJson vs STJSrcGen,Serialize,5,5,Numeric,-1,1,large,-1,-0.9904211003489777
SpanJson,Newtonsoft,SpanJson vs Newtonsoft,Serialize,5,5,Numeric,-1,1,large,-1,-0.9904211003489777
Utf8Json,STJRefGen,Utf8Json vs STJRefGen,Serialize,5,5,Numeric,-1,1,large,-1,-0.9904211003489777
Utf8Json,STJSrcGen,Utf8Json vs STJSrcGen,Serialize,5,5,Numeric,0.8533333333333334,0.8533333333333334,large,0.40427914012222615,0.9709040931142249
Utf8Json,Newtonsoft,Utf8Json vs Newtonsoft,Serialize,5,5,Numeric,-1,1,large,-1,-0.9904211003489777
STJRefGen,STJSrcGen,STJRefGen vs STJSrcGen,Serialize,5,5,Numeric,1,1,large,0.9904211003489777,1
STJRefGen,Newtonsoft,STJRefGen vs Newtonsoft,Serialize,5,5,Numeric,-1,1,large,-1,-0.9904211003489777
STJSrcGen,Newtonsoft,STJSrcGen vs Newtonsoft,Serialize,5,5,Numeric,-1,1,large,-1,-0.9904211003489777
SpanJson,Utf8Json,SpanJson vs Utf8Json,Serialize,5,5,Boolean,-1,1,large,-1,-0.9904211003489777
SpanJson,STJRefGen,SpanJson vs STJRefGen,Serialize,5,5,Boolean,-1,1,large,-1,-0.9904211003489777
SpanJson,STJSrcGen,SpanJson vs STJSrcGen,Serialize,5,5,Boolean,-1,1,large,-1,-0.9904211003489777
SpanJson,Newtonsoft,SpanJson vs Newtonsoft,Serialize,5,5,Boolean,-1,1,large,-1,-0.9904211003489777
Utf8Json,STJRefGen,Utf8Json vs STJRefGen,Serialize,5,5,Boolean,-1,1,large,-1,-0.9904211003489777
Utf8Json,STJSrcGen,Utf8Json vs STJSrcGen,Serialize,5,5,Boolean,-1,1,large,-1,-0.9904211003489777
Utf8Json,Newtonsoft,Utf8Json vs Newtonsoft,Serialize,5,5,Boolean,-1,1,large,-1,-0.9904211003489777
STJRefGen,STJSrcGen,STJRefGen vs STJSrcGen,Serialize,5,5,Boolean,1,1,large,0.9904211003489777,1
STJRefGen,Newtonsoft,STJRefGen vs Newtonsoft,Serialize,5,5,Boolean,-1,1,large,-1,-0.9904211003489777
STJSrcGen,Newtonsoft,STJSrcGen vs Newtonsoft,Serialize,5,5,Boolean,-1,1,large,-1,-0.9904211003489777
SpanJson,Utf8Json,SpanJson vs Utf8Json,Serialize,5,20,Textual,-1,1,large,-1,-0.9904211003489777
SpanJson,STJRefGen,SpanJson vs STJRefGen,Serialize,5,20,Textual,-1,1,large,-1,-0.9904211003489777
SpanJson,STJSrcGen,SpanJson vs STJSrcGen,Serialize,5,20,Textual,-1,1,large,-1,-0.9904211003489777
SpanJson,Newtonsoft,SpanJson vs Newtonsoft,Serialize,5,20,Textual,-1,1,large,-1,-0.9904211003489777
Utf8Json,STJRefGen,Utf8Json vs STJRefGen,Serialize,5,20,Textual,-1,1,large,-1,-0.9904211003489777
Utf8Json,STJSrcGen,Utf8Json vs STJSrcGen,Serialize,5,20,Textual,-1,1,large,-1,-0.9904211003489777
Utf8Json,Newtonsoft,Utf8Json vs Newtonsoft,Serialize,5,20,Textual,-1,1,large,-1,-0.9904211003489777
STJRefGen,STJSrcGen,STJRefGen vs STJSrcGen,Serialize,5,20,Textual,1,1,large,0.9904211003489777,1
STJRefGen,Newtonsoft,STJRefGen vs Newtonsoft,Serialize,5,20,Textual,-1,1,large,-1,-0.9904211003489777
STJSrcGen,Newtonsoft,STJSrcGen vs Newtonsoft,Serialize,5,20,Textual,-1,1,large,-1,-0.9904211003489777
SpanJson,Utf8Json,SpanJson vs Utf8Json,Serialize,5,20,Numeric,-1,1,large,-1,-0.9904211003489777
SpanJson,STJRefGen,SpanJson vs STJRefGen,Serialize,5,20,Numeric,-1,1,large,-1,-0.9904211003489777
SpanJson,STJSrcGen,SpanJson vs STJSrcGen,Serialize,5,20,Numeric,-1,1,large,-1,-0.9904211003489777
SpanJson,Newtonsoft,SpanJson vs Newtonsoft,Serialize,5,20,Numeric,-1,1,large,-1,-0.9904211003489777
Utf8Json,STJRefGen,Utf8Json vs STJRefGen,Serialize,5,20,Numeric,-1,1,large,-1,-0.9904211003489777
Utf8Json,STJSrcGen,Utf8Json vs STJSrcGen,Serialize,5,20,Numeric,1,1,large,0.9904211003489777,1
Utf8Json,Newtonsoft,Utf8Json vs Newtonsoft,Serialize,5,20,Numeric,-1,1,large,-1,-0.9904211003489777
