LibA,LibB,comparison,Operation,DimLabel,Variant,delta,delta_abs,magnitude,Dimension
SpanJson,Newtonsoft,SpanJson vs Newtonsoft,Deserialize,UE25,UnicodeEscape,1,1,L,string_composition
Utf8Json,STJRefGen,Utf8Json vs STJRefGen,Deserialize,UE25,UnicodeEscape,0.8844444444444445,0.8844444444444445,L,string_composition
Utf8Json,STJSrcGen,Utf8Json vs STJSrcGen,Deserialize,UE25,UnicodeEscape,-0.8755555555555555,0.8755555555555555,L,string_composition
Utf8Json,Newtonsoft,Utf8Json vs Newtonsoft,Deserialize,UE25,UnicodeEscape,-0.94,0.94,L,string_composition
STJRefGen,STJSrcGen,STJRefGen vs STJSrcGen,Deserialize,UE25,UnicodeEscape,-1,1,L,string_composition
STJRefGen,Newtonsoft,STJRefGen vs Newtonsoft,Deserialize,UE25,UnicodeEscape,-0.94,0.94,L,string_composition
STJSrcGen,Newtonsoft,STJSrcGen vs Newtonsoft,Deserialize,UE25,UnicodeEscape,-0.94,0.94,L,string_composition
SpanJson,Utf8Json,SpanJson vs Utf8Json,Deserialize,UE50,UnicodeEscape,1,1,L,string_composition
SpanJson,STJRefGen,SpanJson vs STJRefGen,Deserialize,UE50,UnicodeEscape,1,1,L,string_composition
SpanJson,STJSrcGen,SpanJson vs STJSrcGen,Deserialize,UE50,UnicodeEscape,1,1,L,string_composition
SpanJson,Newtonsoft,SpanJson vs Newtonsoft,Deserialize,UE50,UnicodeEscape,1,1,L,string_composition
Utf8Json,STJRefGen,Utf8Json vs STJRefGen,Deserialize,UE50,UnicodeEscape,-1,1,L,string_composition
Utf8Json,STJSrcGen,Utf8Json vs STJSrcGen,Deserialize,UE50,UnicodeEscape,-1,1,L,string_composition
Utf8Json,Newtonsoft,Utf8Json vs Newtonsoft,Deserialize,UE50,UnicodeEscape,-1,1,L,string_composition
STJRefGen,STJSrcGen,STJRefGen vs STJSrcGen,Deserialize,UE50,UnicodeEscape,0.23555555555555555,0.23555555555555555,S,string_composition
STJRefGen,Newtonsoft,STJRefGen vs Newtonsoft,Deserialize,UE50,UnicodeEscape,-1,1,L,string_composition
STJSrcGen,Newtonsoft,STJSrcGen vs Newtonsoft,Deserialize,UE50,UnicodeEscape,-1,1,L,string_composition
SpanJson,Utf8Json,SpanJson vs Utf8Json,Deserialize,UE100,UnicodeEscape,1,1,L,string_composition
SpanJson,STJRefGen,SpanJson vs STJRefGen,Deserialize,UE100,UnicodeEscape,1,1,L,string_composition
SpanJson,STJSrcGen,SpanJson vs STJSrcGen,Deserialize,UE100,UnicodeEscape,1,1,L,string_composition
SpanJson,Newtonsoft,SpanJson vs Newtonsoft,Deserialize,UE100,UnicodeEscape,1,1,L,string_composition
Utf8Json,STJRefGen,Utf8Json vs STJRefGen,Deserialize,UE100,UnicodeEscape,-1,1,L,string_composition
Utf8Json,STJSrcGen,Utf8Json vs STJSrcGen,Deserialize,UE100,UnicodeEscape,-1,1,L,string_composition
Utf8Json,Newtonsoft,Utf8Json vs Newtonsoft,Deserialize,UE100,UnicodeEscape,-1,1,L,string_composition
STJRefGen,STJSrcGen,STJRefGen vs STJSrcGen,Deserialize,UE100,UnicodeEscape,0.9911111111111112,0.9911111111111112,L,string_composition
STJRefGen,Newtonsoft,STJRefGen vs Newtonsoft,Deserialize,UE100,UnicodeEscape,-1,1,L,string_composition
STJSrcGen,Newtonsoft,STJSrcGen vs Newtonsoft,Deserialize,UE100,UnicodeEscape,-1,1,L,string_composition
SpanJson,Utf8Json,SpanJson vs Utf8Json,Serialize,A0,Unicode,1,1,L,string_composition
SpanJson,STJRefGen,SpanJson vs STJRefGen,Serialize,A0,Unicode,-1,1,L,string_composition
SpanJson,STJSrcGen,SpanJson vs STJSrcGen,Serialize,A0,Unicode,-1,1,L,string_composition
SpanJson,Newtonsoft,SpanJson vs Newtonsoft,Serialize,A0,Unicode,1,1,L,string_composition
Utf8Json,STJRefGen,Utf8Json vs STJRefGen,Serialize,A0,Unicode,-1,1,L,string_composition
Utf8Json,STJSrcGen,Utf8Json vs STJSrcGen,Serialize,A0,Unicode,-1,1,L,string_composition
Utf8Json,Newtonsoft,Utf8Json vs Newtonsoft,Serialize,A0,Unicode,1,1,L,string_composition
STJRefGen,STJSrcGen,STJRefGen vs STJSrcGen,Serialize,A0,Unicode,-1,1,L,string_composition
STJRefGen,Newtonsoft,STJRefGen vs Newtonsoft,Serialize,A0,Unicode,1,1,L,string_composition
STJSrcGen,Newtonsoft,STJSrcGen vs Newtonsoft,Serialize,A0,Unicode,1,1,L,string_composition
SpanJson,Utf8Json,SpanJson vs Utf8Json,Serialize,U5,Unicode,-1,1,L,string_composition
SpanJson,STJRefGen,SpanJson vs STJRefGen,Serialize,U5,Unicode,1,1,L,string_composition
SpanJson,STJSrcGen,SpanJson vs STJSrcGen,Serialize,U5,Unicode,1,1,L,string_composition
SpanJson,Newtonsoft,SpanJson vs Newtonsoft,Serialize,U5,Unicode,1,1,L,string_composition
Utf8Json,STJRefGen,Utf8Json vs STJRefGen,Serialize,U5,Unicode,1,1,L,string_composition
Utf8Json,STJSrcGen,Utf8Json vs STJSrcGen,Serialize,U5,Unicode,1,1,L,string_composition
Utf8Json,Newtonsoft,Utf8Json vs Newtonsoft,Serialize,U5,Unicode,1,1,L,string_composition
STJRefGen,STJSrcGen,STJRefGen vs STJSrcGen,Serialize,U5,Unicode,-1,1,L,string_composition
STJRefGen,Newtonsoft,STJRefGen vs Newtonsoft,Serialize,U5,Unicode,1,1,L,string_composition
STJSrcGen,Newtonsoft,STJSrcGen vs Newtonsoft,Serialize,U5,Unicode,1,1,L,string_composition
SpanJson,Utf8Json,SpanJson vs Utf8Json,Serialize,U10,Unicode,0.24444444444444444,0.24444444444444444,S,string_composition
SpanJson,STJRefGen,SpanJson vs STJRefGen,Serialize,U10,Unicode,1,1,L,string_composition
SpanJson,STJSrcGen,SpanJson vs STJSrcGen,Serialize,U10,Unicode,1,1,L,string_composition
SpanJson,Newtonsoft,SpanJson vs Newtonsoft,Serialize,U10,Unicode,1,1,L,string_composition
Utf8Json,STJRefGen,Utf8Json vs STJRefGen,Serialize,U10,Unicode,1,1,L,string_composition
Utf8Json,STJSrcGen,Utf8Json vs STJSrcGen,Serialize,U10,Unicode,1,1,L,string_composition
Utf8Json,Newtonsoft,Utf8Json vs Newtonsoft,Serialize,U10,Unicode,1,1,L,string_composition
STJRefGen,STJSrcGen,STJRefGen vs STJSrcGen,Serialize,U10,Unicode,-1,1,L,string_composition
STJRefGen,Newtonsoft,STJRefGen vs Newtonsoft,Serialize,U10,Unicode,1,1,L,string_composition
STJSrcGen,Newtonsoft,STJSrcGen vs Newtonsoft,Serialize,U10,Unicode,1,1,L,string_composition
SpanJson,Utf8Json,SpanJson vs Utf8Json,Serialize,U25,Unicode,-0.29777777777777775,0.29777777777777775,S,string_composition
SpanJson,STJRefGen,SpanJson vs STJRefGen,Serialize,U25,Unicode,1,1,L,string_composition
SpanJson,STJSrcGen,SpanJson vs STJSrcGen,Serialize,U25,Unicode,1,1,L,string_composition
SpanJson,Newtonsoft,SpanJson vs Newtonsoft,Serialize,U25,Unicode,1,1,L,string_composition
Utf8Json,STJRefGen,Utf8Json vs STJRefGen,Serialize,U25,Unicode,1,1,L,string_composition
Utf8Json,STJSrcGen,Utf8Json vs STJSrcGen,Serialize,U25,Unicode,1,1,L,string_composition
Utf8Json,Newtonsoft,Utf8Json vs Newtonsoft,Serialize,U25,Unicode,1,1,L,string_composition
STJRefGen,STJSrcGen,STJRefGen vs STJSrcGen,Serialize,U25,Unicode,-1,1,L,string_composition
STJRefGen,Newtonsoft,STJRefGen vs Newtonsoft,Serialize,U25,Unicode,-1,1,L,string_composition
STJSrcGen,Newtonsoft,STJSrcGen vs Newtonsoft,Serialize,U25,Unicode,-1,1,L,string_composition
SpanJson,Utf8Json,SpanJson vs Utf8Json,Serialize,U50,Unicode,1,1,L,string_composition
SpanJson,STJRefGen,SpanJson vs STJRefGen,Serialize,U50,Unicode,1,1,L,string_composition
SpanJson,STJSrcGen,SpanJson vs STJSrcGen,Serialize,U50,Unicode,1,1,L,string_composition
SpanJson,Newtonsoft,SpanJson vs Newtonsoft,Serialize,U50,Unicode,1,1,L,string_composition
Utf8Json,STJRefGen,Utf8Json vs STJRefGen,Serialize,U50,Unicode,1,1,L,string_composition
Utf8Json,STJSrcGen,Utf8Json vs STJSrcGen,Serialize,U50,Unicode,1,1,L,string_composition
Utf8Json,Newtonsoft,Utf8Json vs Newtonsoft,Serialize,U50,Unicode,1,1,L,string_composition
STJRefGen,STJSrcGen,STJRefGen vs STJSrcGen,Serialize,U50,Unicode,-1,1,L,string_composition
STJRefGen,Newtonsoft,STJRefGen vs Newtonsoft,Serialize,U50,Unicode,-1,1,L,string_composition
STJSrcGen,Newtonsoft,STJSrcGen vs Newtonsoft,Serialize,U50,Unicode,-1,1,L,string_composition
SpanJson,Utf8Json,SpanJson vs Utf8Json,Serialize,U100,Unicode,1,1,L,string_composition
SpanJson,STJRefGen,SpanJson vs STJRefGen,Serialize,U100,Unicode,1,1,L,string_composition
SpanJson,STJSrcGen,SpanJson vs STJSrcGen,Serialize,U100,Unicode,1,1,L,string_composition
SpanJson,Newtonsoft,SpanJson vs Newtonsoft,Serialize,U100,Unicode,1,1,L,string_composition
Utf8Json,STJRefGen,Utf8Json vs STJRefGen,Serialize,U100,Unicode,1,1,L,string_composition
Utf8Json,STJSrcGen,Utf8Json vs STJSrcGen,Serialize,U100,Unicode,1,1,L,string_composition
Utf8Json,Newtonsoft,Utf8Json vs Newtonsoft,Serialize,U100,Unicode,1,1,L,string_composition
STJRefGen,STJSrcGen,STJRefGen vs STJSrcGen,Serialize,U100,Unicode,-1,1,L,string_composition
STJRefGen,Newtonsoft,STJRefGen vs Newtonsoft,Serialize,U100,Unicode,-1,1,L,string_composition
STJSrcGen,Newtonsoft,STJSrcGen vs Newtonsoft,Serialize,U100,Unicode,-1,1,L,string_composition
SpanJson,Utf8Json,SpanJson vs Utf8Json,Serialize,A0,Escape,1,1,L,string_composition
SpanJson,STJRefGen,SpanJson vs STJRefGen,Serialize,A0,Escape,-1,1,L,string_composition
SpanJson,STJSrcGen,SpanJson vs STJSrcGen,Serialize,A0,Escape,-1,1,L,string_composition
SpanJson,Newtonsoft,SpanJson vs Newtonsoft,Serialize,A0,Escape,1,1,L,string_composition
Utf8Json,STJRefGen,Utf8Json vs STJRefGen,Serialize,A0,Escape,-1,1,L,string_composition
Utf8Json,STJSrcGen,Utf8Json vs STJSrcGen,Serialize,A0,Escape,-1,1,L,string_composition
Utf8Json,Newtonsoft,Utf8Json vs Newtonsoft,Serialize,A0,Escape,1,1,L,string_composition
STJRefGen,STJSrcGen,STJRefGen vs STJSrcGen,Serialize,A0,Escape,-1,1,L,string_composition
STJRefGen,Newtonsoft,STJRefGen vs Newtonsoft,Serialize,A0,Escape,1,1,L,string_composition
STJSrcGen,Newtonsoft,STJSrcGen vs Newtonsoft,Serialize,A0,Escape,1,1,L,string_composition
SpanJson,Utf8Json,SpanJson vs Utf8Json,Serialize,E5,Escape,-1,1,L,string_composition
SpanJson,STJRefGen,SpanJson vs STJRefGen,Serialize,E5,Escape,1,1,L,string_composition
SpanJson,STJSrcGen,SpanJson vs STJSrcGen,Serialize,E5,Escape,-1,1,L,string_composition
SpanJson,Newtonsoft,SpanJson vs Newtonsoft,Serialize,E5,Escape,1,1,L,string_composition
Utf8Json,STJRefGen,Utf8Json vs STJRefGen,Serialize,E5,Escape,1,1,L,string_composition
Utf8Json,STJSrcGen,Utf8Json vs STJSrcGen,Serialize,E5,Escape,1,1,L,string_composition
Utf8Json,Newtonsoft,Utf8Json vs Newtonsoft,Serialize,E5,Escape,1,1,L,string_composition
STJRefGen,STJSrcGen,STJRefGen vs STJSrcGen,Serialize,E5,Escape,-1,1,L,string_composition
STJRefGen,Newtonsoft,STJRefGen vs Newtonsoft,Serialize,E5,Escape,1,1,L,string_composition
STJSrcGen,Newtonsoft,STJSrcGen vs Newtonsoft,Serialize,E5,Escape,1,1,L,string_composition
SpanJson,Utf8Json,SpanJson vs Utf8Json,Serialize,E10,Escape,1,1,L,string_composition
SpanJson,STJRefGen,SpanJson vs STJRefGen,Serialize,E10,Escape,1,1,L,string_composition
SpanJson,STJSrcGen,SpanJson vs STJSrcGen,Serialize,E10,Escape,1,1,L,string_composition
SpanJson,Newtonsoft,SpanJson vs Newtonsoft,Serialize,E10,Escape,1,1,L,string_composition
Utf8Json,STJRefGen,Utf8Json vs STJRefGen,Serialize,E10,Escape,1,1,L,string_composition
Utf8Json,STJSrcGen,Utf8Json vs STJSrcGen,Serialize,E10,Escape,1,1,L,string_composition
Utf8Json,Newtonsoft,Utf8Json vs Newtonsoft,Serialize,E10,Escape,1,1,L,string_composition
STJRefGen,STJSrcGen,STJRefGen vs STJSrcGen,Serialize,E10,Escape,-1,1,L,string_composition
STJRefGen,Newtonsoft,STJRefGen vs Newtonsoft,Serialize,E10,Escape,1,1,L,string_composition
STJSrcGen,Newtonsoft,STJSrcGen vs Newtonsoft,Serialize,E10,Escape,1,1,L,string_composition
SpanJson,Utf8Json,SpanJson vs Utf8Json,Serialize,E25,Escape,1,1,L,string_composition
SpanJson,STJRefGen,SpanJson vs STJRefGen,Serialize,E25,Escape,1,1,L,string_composition
SpanJson,STJSrcGen,SpanJson vs STJSrcGen,Serialize,E25,Escape,0.6355555555555555,0.6355555555555555,L,string_composition
SpanJson,Newtonsoft,SpanJson vs Newtonsoft,Serialize,E25,Escape,1,1,L,string_composition
Utf8Json,STJRefGen,Utf8Json vs STJRefGen,Serialize,E25,Escape,0.6888888888888889,0.6888888888888889,L,string_composition
Utf8Json,STJSrcGen,Utf8Json vs STJSrcGen,Serialize,E25,Escape,-1,1,L,string_composition
Utf8Json,Newtonsoft,Utf8Json vs Newtonsoft,Serialize,E25,Escape,1,1,L,string_composition
STJRefGen,STJSrcGen,STJRefGen vs STJSrcGen,Serialize,E25,Escape,-1,1,L,string_composition
STJRefGen,Newtonsoft,STJRefGen vs Newtonsoft,Serialize,E25,Escape,1,1,L,string_composition
STJSrcGen,Newtonsoft,STJSrcGen vs Newtonsoft,Serialize,E25,Escape,1,1,L,string_composition
SpanJson,Utf8Json,SpanJson vs Utf8Json,Serialize,E50,Escape,1,1,L,string_composition
SpanJson,STJRefGen,SpanJson vs STJRefGen,Serialize,E50,Escape,1,1,L,string_composition
SpanJson,STJSrcGen,SpanJson vs STJSrcGen,Serialize,E50,Escape,-1,1,L,string_composition
SpanJson,Newtonsoft,SpanJson vs Newtonsoft,Serialize,E50,Escape,1,1,L,string_composition
Utf8Json,STJRefGen,Utf8Json vs STJRefGen,Serialize,E50,Escape,-1,1,L,string_composition
Utf8Json,STJSrcGen,Utf8Json vs STJSrcGen,Serialize,E50,Escape,-1,1,L,string_composition
Utf8Json,Newtonsoft,Utf8Json vs Newtonsoft,Serialize,E50,Escape,1,1,L,string_composition
STJRefGen,STJSrcGen,STJRefGen vs STJSrcGen,Serialize,E50,Escape,-1,1,L,string_composition
STJRefGen,Newtonsoft,STJRefGen vs Newtonsoft,Serialize,E50,Escape,1,1,L,string_composition
STJSrcGen,Newtonsoft,STJSrcGen vs Newtonsoft,Serialize,E50,Escape,1,1,L,string_composition
SpanJson,Utf8Json,SpanJson vs Utf8Json,Serialize,E100,Escape,1,1,L,string_composition
SpanJson,STJRefGen,SpanJson vs STJRefGen,Serialize,E100,Escape,-0.7511111111111111,0.7511111111111111,L,string_composition
SpanJson,STJSrcGen,SpanJson vs STJSrcGen,Serialize,E100,Escape,-1,1,L,string_composition
SpanJson,Newtonsoft,SpanJson vs Newtonsoft,Serialize,E100,Escape,1,1,L,string_composition
Utf8Json,STJRefGen,Utf8Json vs STJRefGen,Serialize,E100,Escape,-1,1,L,string_composition
Utf8Json,STJSrcGen,Utf8Json vs STJSrcGen,Serialize,E100,Escape,-1,1,L,string_composition
Utf8Json,Newtonsoft,Utf8Json vs Newtonsoft,Serialize,E100,Escape,-1,1,L,string_composition
STJRefGen,STJSrcGen,STJRefGen vs STJSrcGen,Serialize,E100,Escape,-1,1,L,string_composition
STJRefGen,Newtonsoft,STJRefGen vs Newtonsoft,Serialize,E100,Escape,1,1,L,string_composition
STJSrcGen,Newtonsoft,STJSrcGen vs Newtonsoft,Serialize,E100,Escape,1,1,L,string_composition
SpanJson,Utf8Json,SpanJson vs Utf8Json,Serialize,A0,UnicodeEscape,1,1,L,string_composition
SpanJson,STJRefGen,SpanJson vs STJRefGen,Serialize,A0,UnicodeEscape,-1,1,L,string_composition
SpanJson,STJSrcGen,SpanJson vs STJSrcGen,Serialize,A0,UnicodeEscape,-1,1,L,string_composition
SpanJson,Newtonsoft,SpanJson vs Newtonsoft,Serialize,A0,UnicodeEscape,1,1,L,string_composition
Utf8Json,STJRefGen,Utf8Json vs STJRefGen,Serialize,A0,UnicodeEscape,-1,1,L,string_composition
Utf8Json,STJSrcGen,Utf8Json vs STJSrcGen,Serialize,A0,UnicodeEscape,-1,1,L,string_composition
Utf8Json,Newtonsoft,Utf8Json vs Newtonsoft,Serialize,A0,UnicodeEscape,1,1,L,string_composition
STJRefGen,STJSrcGen,STJRefGen vs STJSrcGen,Serialize,A0,UnicodeEscape,-1,1,L,string_composition
STJRefGen,Newtonsoft,STJRefGen vs Newtonsoft,Serialize,A0,UnicodeEscape,1,1,L,string_composition
STJSrcGen,Newtonsoft,STJSrcGen vs Newtonsoft,Serialize,A0,UnicodeEscape,1,1,L,string_composition
SpanJson,Utf8Json,SpanJson vs Utf8Json,Serialize,UE5,UnicodeEscape,-1,1,L,string_composition
SpanJson,STJRefGen,SpanJson vs STJRefGen,Serialize,UE5,UnicodeEscape,1,1,L,string_composition
SpanJson,STJSrcGen,SpanJson vs STJSrcGen,Serialize,UE5,UnicodeEscape,1,1,L,string_composition
SpanJson,Newtonsoft,SpanJson vs Newtonsoft,Serialize,UE5,UnicodeEscape,1,1,L,string_composition
Utf8Json,STJRefGen,Utf8Json vs STJRefGen,Serialize,UE5,UnicodeEscape,1,1,L,string_composition
Utf8Json,STJSrcGen,Utf8Json vs STJSrcGen,Serialize,UE5,UnicodeEscape,1,1,L,string_composition
Utf8Json,Newtonsoft,Utf8Json vs Newtonsoft,Serialize,UE5,UnicodeEscape,1,1,L,string_composition
STJRefGen,STJSrcGen,STJRefGen vs STJSrcGen,Serialize,UE5,UnicodeEscape,-1,1,L,string_composition
STJRefGen,Newtonsoft,STJRefGen vs Newtonsoft,Serialize,UE5,UnicodeEscape,1,1,L,string_composition
STJSrcGen,Newtonsoft,STJSrcGen vs Newtonsoft,Serialize,UE5,UnicodeEscape,1,1,L,string_composition
SpanJson,Utf8Json,SpanJson vs Utf8Json,Serialize,UE10,UnicodeEscape,0.39555555555555555,0.39555555555555555,M,string_composition
SpanJson,STJRefGen,SpanJson vs STJRefGen,Serialize,UE10,UnicodeEscape,1,1,L,string_composition
SpanJson,STJSrcGen,SpanJson vs STJSrcGen,Serialize,UE10,UnicodeEscape,1,1,L,string_composition
SpanJson,Newtonsoft,SpanJson vs Newtonsoft,Serialize,UE10,UnicodeEscape,1,1,L,string_composition
Utf8Json,STJRefGen,Utf8Json vs STJRefGen,Serialize,UE10,UnicodeEscape,1,1,L,string_composition
Utf8Json,STJSrcGen,Utf8Json vs STJSrcGen,Serialize,UE10,UnicodeEscape,1,1,L,string_composition
Utf8Json,Newtonsoft,Utf8Json vs Newtonsoft,Serialize,UE10,UnicodeEscape,1,1,L,string_composition
STJRefGen,STJSrcGen,STJRefGen vs STJSrcGen,Serialize,UE10,UnicodeEscape,-1,1,L,string_composition
STJRefGen,Newtonsoft,STJRefGen vs Newtonsoft,Serialize,UE10,UnicodeEscape,1,1,L,string_composition
STJSrcGen,Newtonsoft,STJSrcGen vs Newtonsoft,Serialize,UE10,UnicodeEscape,1,1,L,string_composition
SpanJson,Utf8Json,SpanJson vs Utf8Json,Serialize,UE25,UnicodeEscape,0.6906666666666667,0.6906666666666667,L,string_composition
SpanJson,STJRefGen,SpanJson vs STJRefGen,Serialize,UE25,UnicodeEscape,1,1,L,string_composition
SpanJson,STJSrcGen,SpanJson vs STJSrcGen,Serialize,UE25,UnicodeEscape,1,1,L,string_composition
SpanJson,Newtonsoft,SpanJson vs Newtonsoft,Serialize,UE25,UnicodeEscape,1,1,L,string_composition
Utf8Json,STJRefGen,Utf8Json vs STJRefGen,Serialize,UE25,UnicodeEscape,1,1,L,string_composition
Utf8Json,STJSrcGen,Utf8Json vs STJSrcGen,Serialize,UE25,UnicodeEscape,0.98,0.98,L,string_composition
Utf8Json,Newtonsoft,Utf8Json vs Newtonsoft,Serialize,UE25,UnicodeEscape,0.98,0.98,L,string_composition
STJRefGen,STJSrcGen,STJRefGen vs STJSrcGen,Serialize,UE25,UnicodeEscape,-1,1,L,string_composition
STJRefGen,Newtonsoft,STJRefGen vs Newtonsoft,Serialize,UE25,UnicodeEscape,-1,1,L,string_composition
STJSrcGen,Newtonsoft,STJSrcGen vs Newtonsoft,Serialize,UE25,UnicodeEscape,0.9822222222222222,0.9822222222222222,L,string_composition
SpanJson,Utf8Json,SpanJson vs Utf8Json,Serialize,UE50,UnicodeEscape,1,1,L,string_composition
SpanJson,STJRefGen,SpanJson vs STJRefGen,Serialize,UE50,UnicodeEscape,1,1,L,string_composition
SpanJson,STJSrcGen,SpanJson vs STJSrcGen,Serialize,UE50,UnicodeEscape,1,1,L,string_composition
SpanJson,Newtonsoft,SpanJson vs Newtonsoft,Serialize,UE50,UnicodeEscape,1,1,L,string_composition
Utf8Json,STJRefGen,Utf8Json vs STJRefGen,Serialize,UE50,UnicodeEscape,1,1,L,string_composition
Utf8Json,STJSrcGen,Utf8Json vs STJSrcGen,Serialize,UE50,UnicodeEscape,1,1,L,string_composition
Utf8Json,Newtonsoft,Utf8Json vs Newtonsoft,Serialize,UE50,UnicodeEscape,1,1,L,string_composition
STJRefGen,STJSrcGen,STJRefGen vs STJSrcGen,Serialize,UE50,UnicodeEscape,-1,1,L,string_composition
STJRefGen,Newtonsoft,STJRefGen vs Newtonsoft,Serialize,UE50,UnicodeEscape,-1,1,L,string_composition
STJSrcGen,Newtonsoft,STJSrcGen vs Newtonsoft,Serialize,UE50,UnicodeEscape,-1,1,L,string_composition
SpanJson,Utf8Json,SpanJson vs Utf8Json,Serialize,UE100,UnicodeEscape,1,1,L,string_composition
SpanJson,STJRefGen,SpanJson vs STJRefGen,Serialize,UE100,UnicodeEscape,1,1,L,string_composition
SpanJson,STJSrcGen,SpanJson vs STJSrcGen,Serialize,UE100,UnicodeEscape,1,1,L,string_composition
SpanJson,Newtonsoft,SpanJson vs Newtonsoft,Serialize,UE100,UnicodeEscape,1,1,L,string_composition
Utf8Json,STJRefGen,Utf8Json vs STJRefGen,Serialize,UE100,UnicodeEscape,1,1,L,string_composition
Utf8Json,STJSrcGen,Utf8Json vs STJSrcGen,Serialize,UE100,UnicodeEscape,1,1,L,string_composition
Utf8Json,Newtonsoft,Utf8Json vs Newtonsoft,Serialize,UE100,UnicodeEscape,1,1,L,string_composition
STJRefGen,STJSrcGen,STJRefGen vs STJSrcGen,Serialize,UE100,UnicodeEscape,-1,1,L,string_composition
STJRefGen,Newtonsoft,STJRefGen vs Newtonsoft,Serialize,UE100,UnicodeEscape,-1,1,L,string_composition
STJSrcGen,Newtonsoft,STJSrcGen vs Newtonsoft,Serialize,UE100,UnicodeEscape,-1,1,L,string_composition
SpanJson,Utf8Json,SpanJson vs Utf8Json,Deserialize,I2,Integer,1,1,L,numeric
SpanJson,STJRefGen,SpanJson vs STJRefGen,Deserialize,I2,Integer,1,1,L,numeric
SpanJson,STJSrcGen,SpanJson vs STJSrcGen,Deserialize,I2,Integer,1,1,L,numeric
SpanJson,Newtonsoft,SpanJson vs Newtonsoft,Deserialize,I2,Integer,1,1,L,numeric
Utf8Json,STJRefGen,Utf8Json vs STJRefGen,Deserialize,I2,Integer,1,1,L,numeric
Utf8Json,STJSrcGen,Utf8Json vs STJSrcGen,Deserialize,I2,Integer,1,1,L,numeric
Utf8Json,Newtonsoft,Utf8Json vs Newtonsoft,Deserialize,I2,Integer,1,1,L,numeric
STJRefGen,STJSrcGen,STJRefGen vs STJSrcGen,Deserialize,I2,Integer,0.9155555555555556,0.9155555555555556,L,numeric
STJRefGen,Newtonsoft,STJRefGen vs Newtonsoft,Deserialize,I2,Integer,1,1,L,numeric
STJSrcGen,Newtonsoft,STJSrcGen vs Newtonsoft,Deserialize,I2,Integer,1,1,L,numeric
SpanJson,Utf8Json,SpanJson vs Utf8Json,Deserialize,I3,Integer,1,1,L,numeric
SpanJson,STJRefGen,SpanJson vs STJRefGen,Deserialize,I3,Integer,1,1,L,numeric
SpanJson,STJSrcGen,SpanJson vs STJSrcGen,Deserialize,I3,Integer,1,1,L,numeric
SpanJson,Newtonsoft,SpanJson vs Newtonsoft,Deserialize,I3,Integer,1,1,L,numeric
Utf8Json,STJRefGen,Utf8Json vs STJRefGen,Deserialize,I3,Integer,1,1,L,numeric
Utf8Json,STJSrcGen,Utf8Json vs STJSrcGen,Deserialize,I3,Integer,1,1,L,numeric
Utf8Json,Newtonsoft,Utf8Json vs Newtonsoft,Deserialize,I3,Integer,1,1,L,numeric
STJRefGen,STJSrcGen,STJRefGen vs STJSrcGen,Deserialize,I3,Integer,0.7866666666666666,0.7866666666666666,L,numeric
STJRefGen,Newtonsoft,STJRefGen vs Newtonsoft,Deserialize,I3,Integer,1,1,L,numeric
STJSrcGen,Newtonsoft,STJSrcGen vs Newtonsoft,Deserialize,I3,Integer,1,1,L,numeric
SpanJson,Utf8Json,SpanJson vs Utf8Json,Deserialize,I5,Integer,1,1,L,numeric
SpanJson,STJRefGen,SpanJson vs STJRefGen,Deserialize,I5,Integer,1,1,L,numeric
SpanJson,STJSrcGen,SpanJson vs STJSrcGen,Deserialize,I5,Integer,1,1,L,numeric
SpanJson,Newtonsoft,SpanJson vs Newtonsoft,Deserialize,I5,Integer,1,1,L,numeric
Utf8Json,STJRefGen,Utf8Json vs STJRefGen,Deserialize,I5,Integer,1,1,L,numeric
Utf8Json,STJSrcGen,Utf8Json vs STJSrcGen,Deserialize,I5,Integer,1,1,L,numeric
Utf8Json,Newtonsoft,Utf8Json vs Newtonsoft,Deserialize,I5,Integer,1,1,L,numeric
STJRefGen,STJSrcGen,STJRefGen vs STJSrcGen,Deserialize,I5,Integer,-1,1,L,numeric
STJRefGen,Newtonsoft,STJRefGen vs Newtonsoft,Deserialize,I5,Integer,1,1,L,numeric
STJSrcGen,Newtonsoft,STJSrcGen vs Newtonsoft,Deserialize,I5,Integer,1,1,L,numeric
SpanJson,Utf8Json,SpanJson vs Utf8Json,Deserialize,I7,Integer,1,1,L,numeric
SpanJson,STJRefGen,SpanJson vs STJRefGen,Deserialize,I7,Integer,1,1,L,numeric
SpanJson,STJSrcGen,SpanJson vs STJSrcGen,Deserialize,I7,Integer,1,1,L,numeric
SpanJson,Newtonsoft,SpanJson vs Newtonsoft,Deserialize,I7,Integer,1,1,L,numeric
Utf8Json,STJRefGen,Utf8Json vs STJRefGen,Deserialize,I7,Integer,1,1,L,numeric
Utf8Json,STJSrcGen,Utf8Json vs STJSrcGen,Deserialize,I7,Integer,1,1,L,numeric
Utf8Json,Newtonsoft,Utf8Json vs Newtonsoft,Deserialize,I7,Integer,1,1,L,numeric
STJRefGen,STJSrcGen,STJRefGen vs STJSrcGen,Deserialize,I7,Integer,-0.8844444444444445,0.8844444444444445,L,numeric
STJRefGen,Newtonsoft,STJRefGen vs Newtonsoft,Deserialize,I7,Integer,1,1,L,numeric
STJSrcGen,Newtonsoft,STJSrcGen vs Newtonsoft,Deserialize,I7,Integer,1,1,L,numeric
